station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
FIT,2017-11-03 13:15,-71.7558,42.5519,M,M,M,210.00,9.00,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031315Z AUTO 21009KT 10SM CLR A3003 RMK MADISHF
HYA,2017-11-03 13:15,-70.2800,41.6700,M,M,M,210.00,6.00,M,30.09,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031315Z AUTO 21006KT 1/4SM FG VV002 A3009 RMK MADISHF
OWD,2017-11-03 13:15,-71.1733,42.1912,M,M,M,230.00,4.00,M,30.05,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KOWD 031315Z AUTO 23004KT 10SM SCT120 A3005 RMK MADISHF
BOS,2017-11-03 13:15,-71.0097,42.3606,M,M,M,220.00,9.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KBOS 031315Z AUTO 22009KT 10SM BKN120 A3004 RMK MADISHF
EWB,2017-11-03 13:15,-70.9583,41.6764,M,M,M,200.00,8.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031315Z AUTO 20008KT 10SM CLR A3008 RMK MADISHF
PYM,2017-11-03 13:15,-70.7288,41.9090,M,M,M,200.00,8.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031315Z AUTO 20008KT 10SM CLR A3008 RMK MADISHF
TAN,2017-11-03 13:15,-71.0211,41.8756,M,M,M,190.00,6.00,M,30.07,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KTAN 031315Z AUTO 19006KT 10SM BKN120 A3007 RMK MADISHF
BED,2017-11-03 13:15,-71.2890,42.4699,M,M,M,200.00,8.00,M,30.03,M,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,KBED 031315Z AUTO 20008KT 10SM SCT110 A3003 RMK MADISHF
ORH,2017-11-03 13:15,-71.8757,42.2673,M,M,M,M,M,M,30.05,M,10.00,M,FEW,M,M,M,600.00,M,M,M,M,KORH 031315Z AUTO /////KT 10SM FEW006 A3005 RMK MADISHF
PVC,2017-11-03 13:15,-70.2200,42.0700,M,M,M,170.00,7.00,M,30.09,M,0.50,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031315Z AUTO 17007KT 1/2SM -RA FG A3009 RMK MADISHF
ORE,2017-11-03 13:15,-72.2886,42.5701,M,M,M,170.00,12.00,M,30.00,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,KORE 031315Z AUTO 17012G17KT 10SM CLR A3000 RMK MADISHF
CQX,2017-11-03 13:15,-69.9933,41.6875,M,M,M,0.00,0.00,M,30.11,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031315Z AUTO 00000KT 1/4SM FG VV002 A3011 RMK MADISHF
GHG,2017-11-03 13:15,-70.6721,42.0982,64.40,57.20,77.45,220.00,7.00,0.00,30.06,M,8.00,14.00,CLR,M,M,M,M,M,M,M,M,KGHG 031315Z AUTO 22007G14KT 8SM CLR 18/14 A3006 RMK AO2
FMH,2017-11-03 13:15,-70.5215,41.6585,59.00,59.00,100.00,180.00,8.00,0.00,30.11,M,0.25,M,OVC,M,M,M,300.00,M,M,M,FG,KFMH 031315Z AUTO 18008KT M1/4SM FG OVC003 15/15 A3011 RMK AO2
PVC,2017-11-03 13:20,-70.2200,42.0700,M,M,M,170.00,9.00,M,30.09,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031320Z AUTO 17009KT 1/4SM -RA FG A3009 RMK MADISHF
PYM,2017-11-03 13:20,-70.7288,41.9090,M,M,M,210.00,6.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031320Z AUTO 21006KT 10SM CLR A3008 RMK MADISHF
HYA,2017-11-03 13:20,-70.2800,41.6700,M,M,M,200.00,5.00,M,30.08,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031320Z AUTO 20005KT 1/4SM FG VV002 A3008 RMK MADISHF
ORH,2017-11-03 13:20,-71.8757,42.2673,M,M,M,200.00,10.00,M,30.05,M,10.00,M,FEW,M,M,M,600.00,M,M,M,M,KORH 031320Z AUTO 20010KT 10SM FEW006 A3005 RMK MADISHF
CQX,2017-11-03 13:20,-69.9933,41.6875,M,M,M,0.00,0.00,M,30.11,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031320Z AUTO 00000KT 1/4SM FG VV002 A3011 RMK MADISHF
BED,2017-11-03 13:20,-71.2890,42.4699,M,M,M,200.00,10.00,M,30.03,M,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,KBED 031320Z AUTO 20010KT 10SM FEW110 A3003 RMK MADISHF
ORE,2017-11-03 13:20,-72.2886,42.5701,M,M,M,180.00,14.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 031320Z AUTO 18014KT 10SM CLR A3000 RMK MADISHF
EWB,2017-11-03 13:20,-70.9583,41.6764,M,M,M,200.00,8.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031320Z AUTO 20008KT 10SM CLR A3008 RMK MADISHF
BOS,2017-11-03 13:20,-71.0097,42.3606,M,M,M,220.00,12.00,M,30.05,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KBOS 031320Z AUTO 22012KT 10SM BKN120 A3005 RMK MADISHF
OWD,2017-11-03 13:20,-71.1733,42.1912,M,M,M,200.00,7.00,M,30.04,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KOWD 031320Z AUTO 20007KT 10SM SCT120 A3004 RMK MADISHF
TAN,2017-11-03 13:20,-71.0211,41.8756,M,M,M,200.00,6.00,M,30.07,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KTAN 031320Z AUTO 20006KT 10SM BKN120 A3007 RMK MADISHF
FIT,2017-11-03 13:20,-71.7558,42.5519,M,M,M,M,M,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031320Z AUTO /////KT 10SM CLR A3003 RMK MADISHF
PYM,2017-11-03 13:25,-70.7288,41.9090,M,M,M,190.00,7.00,M,30.08,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031325Z AUTO 19007KT 10SM CLR A3008 RMK MADISHF
PVC,2017-11-03 13:25,-70.2200,42.0700,M,M,M,170.00,8.00,M,30.09,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031325Z AUTO 17008KT 1/4SM -RA FG A3009 RMK MADISHF
EWB,2017-11-03 13:25,-70.9583,41.6764,M,M,M,200.00,7.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031325Z AUTO 20007KT 10SM CLR A3007 RMK MADISHF
BED,2017-11-03 13:25,-71.2890,42.4699,M,M,M,200.00,9.00,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 031325Z AUTO 20009KT 10SM CLR A3003 RMK MADISHF
BOS,2017-11-03 13:25,-71.0097,42.3606,M,M,M,230.00,11.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KBOS 031325Z AUTO 23011KT 10SM BKN120 A3004 RMK MADISHF
HYA,2017-11-03 13:25,-70.2800,41.6700,M,M,M,200.00,6.00,M,30.08,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031325Z AUTO 20006KT 1/4SM FG VV002 A3008 RMK MADISHF
OWD,2017-11-03 13:25,-71.1733,42.1912,M,M,M,200.00,6.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031325Z AUTO 20006KT 10SM BKN120 A3004 RMK MADISHF
ORH,2017-11-03 13:25,-71.8757,42.2673,M,M,M,210.00,11.00,M,30.05,M,10.00,M,FEW,M,M,M,600.00,M,M,M,M,KORH 031325Z AUTO 21011KT 10SM FEW006 A3005 RMK MADISHF
ORE,2017-11-03 13:25,-72.2886,42.5701,M,M,M,190.00,9.00,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 031325Z AUTO 19009KT 10SM CLR A3000 RMK MADISHF
CQX,2017-11-03 13:25,-69.9933,41.6875,M,M,M,200.00,3.00,M,30.10,M,0.50,M,VV ,M,M,M,200.00,M,M,M,FG,KCQX 031325Z AUTO 20003KT 1/2SM FG VV002 A3010 RMK MADISHF
TAN,2017-11-03 13:25,-71.0211,41.8756,M,M,M,200.00,5.00,M,30.07,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KTAN 031325Z AUTO 20005KT 10SM BKN120 A3007 RMK VRB05KT  MADISHF
ORE,2017-11-03 13:30,-72.2886,42.5701,M,M,M,M,M,M,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KORE 031330Z AUTO /////KT 10SM CLR A3000 RMK MADISHF
TAN,2017-11-03 13:30,-71.0211,41.8756,M,M,M,200.00,7.00,M,30.06,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KTAN 031330Z AUTO 20007KT 10SM BKN120 A3006 RMK MADISHF
ORH,2017-11-03 13:30,-71.8757,42.2673,M,M,M,210.00,11.00,M,30.05,M,10.00,M,SCT,M,M,M,800.00,M,M,M,M,KORH 031330Z AUTO 21011KT 10SM SCT008 A3005 RMK MADISHF
EWB,2017-11-03 13:30,-70.9583,41.6764,M,M,M,200.00,7.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031330Z AUTO 20007KT 10SM CLR A3007 RMK MADISHF
BED,2017-11-03 13:30,-71.2890,42.4699,M,M,M,200.00,11.00,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 031330Z AUTO 20011KT 10SM CLR A3003 RMK MADISHF
FIT,2017-11-03 13:30,-71.7558,42.5519,M,M,M,200.00,8.00,M,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031330Z AUTO 20008KT 10SM CLR A3003 RMK MADISHF
OWD,2017-11-03 13:30,-71.1733,42.1912,M,M,M,200.00,8.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031330Z AUTO 20008KT 10SM BKN120 A3004 RMK MADISHF
BOS,2017-11-03 13:30,-71.0097,42.3606,M,M,M,230.00,12.00,M,30.04,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KBOS 031330Z AUTO 23012KT 10SM OVC120 A3004 RMK MADISHF
PYM,2017-11-03 13:30,-70.7288,41.9090,M,M,M,200.00,8.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KPYM 031330Z AUTO 20008KT 10SM CLR A3007 RMK MADISHF
PVC,2017-11-03 13:30,-70.2200,42.0700,M,M,M,180.00,10.00,M,30.08,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031330Z AUTO 18010KT 1/4SM -RA FG A3008 RMK MADISHF
HYA,2017-11-03 13:30,-70.2800,41.6700,M,M,M,200.00,7.00,M,30.08,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031330Z AUTO 20007KT 1/4SM FG VV002 A3008 RMK MADISHF
CQX,2017-11-03 13:30,-69.9933,41.6875,59.00,59.00,100.00,M,4.00,0.00,30.10,M,1.00,M,VV ,M,M,M,200.00,M,M,M,BR,KCQX 031330Z AUTO VRB04KT 1SM BR VV002 15/15 A3010 RMK AO2 T01500150
PVC,2017-11-03 13:35,-70.2200,42.0700,M,M,M,180.00,11.00,M,30.08,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031335Z AUTO 18011KT 1/4SM -RA FG A3008 RMK MADISHF
BED,2017-11-03 13:35,-71.2890,42.4699,M,M,M,190.00,10.00,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 031335Z AUTO 19010KT 10SM CLR A3002 RMK MADISHF
TAN,2017-11-03 13:35,-71.0211,41.8756,M,M,M,200.00,6.00,M,30.06,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KTAN 031335Z AUTO 20006KT 10SM BKN120 A3006 RMK VRB06KT  MADISHF
BOS,2017-11-03 13:35,-71.0097,42.3606,M,M,M,220.00,11.00,M,30.04,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KBOS 031335Z AUTO 22011KT 10SM OVC120 A3004 RMK MADISHF
HYA,2017-11-03 13:35,-70.2800,41.6700,M,M,M,210.00,8.00,M,30.08,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031335Z AUTO 21008KT 1/4SM FG VV002 A3008 RMK MADISHF
OWD,2017-11-03 13:35,-71.1733,42.1912,M,M,M,220.00,5.00,M,30.04,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KOWD 031335Z AUTO 22005KT 10SM OVC120 A3004 RMK MADISHF
ORH,2017-11-03 13:35,-71.8757,42.2673,M,M,M,210.00,9.00,M,30.05,M,10.00,M,SCT,M,M,M,800.00,M,M,M,M,KORH 031335Z AUTO 21009KT 10SM SCT008 A3005 RMK MADISHF
PYM,2017-11-03 13:35,-70.7288,41.9090,M,M,M,200.00,7.00,M,30.07,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KPYM 031335Z AUTO 20007KT 10SM FEW120 A3007 RMK MADISHF
FIT,2017-11-03 13:35,-71.7558,42.5519,M,M,M,210.00,10.00,M,30.03,M,10.00,15.00,CLR,M,M,M,M,M,M,M,M,KFIT 031335Z AUTO 21010G15KT 10SM CLR A3003 RMK MADISHF
EWB,2017-11-03 13:35,-70.9583,41.6764,M,M,M,200.00,8.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031335Z AUTO 20008KT 10SM CLR A3007 RMK MADISHF
FMH,2017-11-03 13:35,-70.5215,41.6585,59.00,59.00,100.00,180.00,7.00,0.00,30.10,M,0.25,M,OVC,M,M,M,300.00,M,M,M,FG,KFMH 031335Z AUTO 18007KT 1/4SM FG OVC003 15/15 A3010 RMK AO2
GHG,2017-11-03 13:35,-70.6721,42.0982,66.20,57.20,72.74,220.00,8.00,0.00,30.05,M,10.00,15.00,FEW,M,M,M,12000.00,M,M,M,M,KGHG 031335Z AUTO 22008G15KT 10SM FEW120 19/14 A3005 RMK AO2
ORE,2017-11-03 13:40,-72.2886,42.5701,M,M,M,200.00,10.00,M,30.01,M,10.00,16.00,FEW,M,M,M,1600.00,M,M,M,M,KORE 031340Z AUTO 20010G16KT 10SM FEW016 A3001 RMK MADISHF
FIT,2017-11-03 13:40,-71.7558,42.5519,M,M,M,210.00,10.00,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031340Z AUTO 21010KT 10SM CLR A3002 RMK MADISHF
BED,2017-11-03 13:40,-71.2890,42.4699,M,M,M,190.00,10.00,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 031340Z AUTO 19010KT 10SM CLR A3002 RMK MADISHF
BOS,2017-11-03 13:40,-71.0097,42.3606,M,M,M,230.00,12.00,M,30.04,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KBOS 031340Z AUTO 23012KT 10SM OVC120 A3004 RMK MADISHF
HYA,2017-11-03 13:40,-70.2800,41.6700,M,M,M,210.00,9.00,M,30.08,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031340Z AUTO 21009KT 1/4SM FG VV002 A3008 RMK MADISHF
EWB,2017-11-03 13:40,-70.9583,41.6764,M,M,M,210.00,7.00,M,30.07,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KEWB 031340Z AUTO 21007KT 10SM CLR A3007 RMK MADISHF
OWD,2017-11-03 13:40,-71.1733,42.1912,M,M,M,210.00,6.00,M,30.04,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KOWD 031340Z AUTO 21006KT 10SM OVC120 A3004 RMK MADISHF
CQX,2017-11-03 13:40,-69.9933,41.6875,M,M,M,210.00,4.00,M,30.10,M,1.75,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 031340Z AUTO 21004KT 2SM BR OVC002 A3010 RMK MADISHF
PVC,2017-11-03 13:40,-70.2200,42.0700,M,M,M,180.00,8.00,M,30.08,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031340Z AUTO 18008KT 1/4SM -RA FG A3008 RMK MADISHF
PYM,2017-11-03 13:40,-70.7288,41.9090,M,M,M,200.00,6.00,M,30.07,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KPYM 031340Z AUTO 20006KT 10SM FEW120 A3007 RMK MADISHF
ORH,2017-11-03 13:40,-71.8757,42.2673,M,M,M,210.00,10.00,M,30.05,M,10.00,M,SCT,M,M,M,800.00,M,M,M,M,KORH 031340Z AUTO 21010KT 10SM SCT008 A3005 RMK MADISHF
TAN,2017-11-03 13:45,-71.0211,41.8756,M,M,M,190.00,4.00,M,30.06,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,KTAN 031345Z AUTO 19004KT 10SM SCT120 A3006 RMK MADISHF
ORE,2017-11-03 13:45,-72.2886,42.5701,M,M,M,190.00,8.00,M,30.01,M,10.00,M,SCT,M,M,M,1800.00,M,M,M,M,KORE 031345Z AUTO 19008KT 10SM SCT018 A3001 RMK MADISHF
ORH,2017-11-03 13:45,-71.8757,42.2673,M,M,M,210.00,9.00,M,30.04,M,10.00,M,SCT,M,M,M,999.00,M,M,M,M,KORH 031345Z AUTO 21009KT 10SM SCT009 A3004 RMK MADISHF
BED,2017-11-03 13:45,-71.2890,42.4699,M,M,M,190.00,12.00,M,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KBED 031345Z AUTO 19012KT 10SM CLR A3002 RMK MADISHF
HYA,2017-11-03 13:45,-70.2800,41.6700,M,M,M,210.00,9.00,M,30.08,M,0.25,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031345Z AUTO 21009KT 1/4SM FG VV002 A3008 RMK MADISHF
CQX,2017-11-03 13:45,-69.9933,41.6875,M,M,M,210.00,4.00,M,30.10,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 031345Z AUTO 21004KT 2SM BR OVC002 A3010 RMK VRB04KT  MADISHF
OWD,2017-11-03 13:45,-71.1733,42.1912,M,M,M,210.00,6.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031345Z AUTO 21006KT 10SM BKN120 A3004 RMK MADISHF
PVC,2017-11-03 13:45,-70.2200,42.0700,M,M,M,170.00,10.00,M,30.08,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031345Z AUTO 17010KT 1/4SM -RA FG A3008 RMK MADISHF
BOS,2017-11-03 13:45,-71.0097,42.3606,M,M,M,230.00,11.00,M,30.04,M,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,KBOS 031345Z AUTO 23011KT 10SM OVC120 A3004 RMK MADISHF
EWB,2017-11-03 13:45,-70.9583,41.6764,M,M,M,200.00,7.00,M,30.07,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031345Z AUTO 20007KT 10SM FEW120 A3007 RMK MADISHF
PYM,2017-11-03 13:45,-70.7288,41.9090,M,M,M,190.00,7.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KPYM 031345Z AUTO 19007KT 10SM FEW120 A3006 RMK MADISHF
CQX,2017-11-03 13:49,-69.9933,41.6875,60.80,60.80,100.00,220.00,6.00,0.00,30.10,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 031349Z AUTO 22006KT 2SM BR OVC002 16/16 A3010 RMK AO2
ORE,2017-11-03 13:50,-72.2886,42.5701,M,M,M,190.00,9.00,M,30.01,M,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,KORE 031350Z AUTO 19009KT 10SM BKN018 A3001 RMK MADISHF
CQX,2017-11-03 13:50,-69.9933,41.6875,M,M,M,210.00,6.00,M,30.10,M,2.00,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 031350Z AUTO 21006KT 2SM BR OVC002 A3010 RMK MADISHF
PVC,2017-11-03 13:50,-70.2200,42.0700,M,M,M,170.00,10.00,M,30.07,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031350Z AUTO 17010KT 1/4SM -RA FG A3007 RMK MADISHF
TAN,2017-11-03 13:50,-71.0211,41.8756,M,M,M,190.00,6.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KTAN 031350Z AUTO 19006KT 10SM FEW120 A3006 RMK MADISHF
EWB,2017-11-03 13:50,-70.9583,41.6764,M,M,M,190.00,8.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031350Z AUTO 19008KT 10SM FEW120 A3006 RMK MADISHF
OWD,2017-11-03 13:50,-71.1733,42.1912,M,M,M,210.00,5.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031350Z AUTO 21005KT 10SM BKN120 A3004 RMK MADISHF
FIT,2017-11-03 13:50,-71.7558,42.5519,M,M,M,210.00,10.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031350Z AUTO 21010KT 10SM CLR A3001 RMK MADISHF
HYA,2017-11-03 13:50,-70.2800,41.6700,M,M,M,220.00,9.00,M,30.08,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031350Z AUTO 22009KT 1/4SM FG VV002 A3008 RMK MADISHF
ORH,2017-11-03 13:50,-71.8757,42.2673,M,M,M,210.00,11.00,M,30.05,M,10.00,M,SCT,M,M,M,999.00,M,M,M,M,KORH 031350Z AUTO 21011KT 10SM SCT009 A3005 RMK MADISHF
BOS,2017-11-03 13:50,-71.0097,42.3606,M,M,M,220.00,10.00,M,30.04,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KBOS 031350Z AUTO 22010KT 10SM BKN120 A3004 RMK MADISHF
BED,2017-11-03 13:50,-71.2890,42.4699,M,M,M,190.00,11.00,M,30.01,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031350Z AUTO 19011KT 10SM SCT009 SCT110 A3001 RMK MADISHF
PYM,2017-11-03 13:52,-70.7288,41.9090,64.00,60.10,87.14,170.00,6.00,0.00,30.06,1017.90,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KPYM 031352Z AUTO 17006KT 10SM FEW120 18/16 A3006 RMK AO2 SLP179 T01780156
ORE,2017-11-03 13:52,-72.2886,42.5701,63.00,59.00,86.77,190.00,8.00,0.00,30.01,1016.30,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,KORE 031352Z AUTO 19008KT 10SM BKN018 17/15 A3001 RMK AO2 SLP163 T01720150 TSNO
TAN,2017-11-03 13:52,-71.0211,41.8756,66.90,57.90,72.81,190.00,5.00,0.00,30.06,1017.80,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KTAN 031352Z AUTO 19005KT 10SM FEW120 19/14 A3006 RMK AO2 SLP178 T01940144
CQX,2017-11-03 13:52,-69.9933,41.6875,59.00,59.00,100.00,220.00,5.00,0.00,30.09,1019.20,1.50,M,OVC,M,M,M,200.00,M,M,M,BR,KCQX 031352Z AUTO 22005KT 1 1/2SM BR OVC002 15/15 A3009 RMK AO2 SLP192 T01500150
FIT,2017-11-03 13:52,-71.7558,42.5519,69.10,60.10,73.03,210.00,10.00,0.00,30.01,1016.40,10.00,18.00,CLR,M,M,M,M,M,M,M,M,KFIT 031352Z AUTO 21010G18KT 10SM CLR 21/16 A3001 RMK AO2 SLP164 T02060156
EWB,2017-11-03 13:53,-70.9583,41.6764,62.10,61.00,96.18,190.00,8.00,0.00,30.06,1018.00,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031353Z 19008KT 10SM FEW120 17/16 A3006 RMK AO2 SLP180 T01670161
OWD,2017-11-03 13:53,-71.1733,42.1912,64.90,60.10,84.44,220.00,6.00,0.00,30.03,1017.00,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031353Z 22006KT 10SM BKN120 18/16 A3003 RMK AO2 SLP170 T01830156
BOS,2017-11-03 13:54,-71.0097,42.3606,64.00,57.90,80.54,220.00,11.00,0.00,30.03,1016.90,10.00,M,SCT,SCT,M,M,12000.00,25000.00,M,M,M,KBOS 031354Z 22011KT 10SM SCT120 SCT250 18/14 A3003 RMK A02 SLP169 T01780144
ORH,2017-11-03 13:54,-71.8757,42.2673,61.00,55.90,83.29,210.00,13.00,0.00,30.05,1017.40,10.00,M,SCT,M,M,M,1000.00,M,M,M,M,KORH 031354Z 21013KT 10SM SCT010 16/13 A3005 RMK AO2 SLP174 T01610133
TAN,2017-11-03 13:55,-71.0211,41.8756,M,M,M,210.00,5.00,M,30.05,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KTAN 031355Z AUTO 21005KT 10SM FEW120 A3005 RMK MADISHF
PVC,2017-11-03 13:55,-70.2200,42.0700,M,M,M,180.00,8.00,M,30.07,M,0.25,M,M,M,M,M,M,M,M,M,-RA FG,KPVC 031355Z AUTO 18008KT 1/4SM -RA FG A3007 RMK MADISHF
FIT,2017-11-03 13:55,-71.7558,42.5519,M,M,M,220.00,11.00,M,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KFIT 031355Z AUTO 22011KT 10SM CLR A3001 RMK WND 19V26  MADISHF
PYM,2017-11-03 13:55,-70.7288,41.9090,M,M,M,210.00,7.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KPYM 031355Z AUTO 21007KT 10SM FEW120 A3006 RMK MADISHF
BED,2017-11-03 13:55,-71.2890,42.4699,M,M,M,200.00,9.00,M,30.01,M,10.00,M,SCT,SCT,M,M,900.00,11000.00,M,M,M,KBED 031355Z AUTO 20009KT 10SM SCT009 SCT110 A3001 RMK MADISHF
ORE,2017-11-03 13:55,-72.2886,42.5701,M,M,M,200.00,9.00,M,30.01,M,10.00,M,BKN,M,M,M,1800.00,M,M,M,M,KORE 031355Z AUTO 20009KT 10SM BKN018 A3001 RMK MADISHF
EWB,2017-11-03 13:55,-70.9583,41.6764,M,M,M,190.00,8.00,M,30.06,M,10.00,M,FEW,M,M,M,12000.00,M,M,M,M,KEWB 031355Z AUTO 19008KT 10SM FEW120 A3006 RMK MADISHF
HYA,2017-11-03 13:55,-70.2800,41.6700,M,M,M,210.00,10.00,M,30.08,M,0.24,M,VV ,M,M,M,200.00,M,M,M,FG,KHYA 031355Z AUTO 21010KT 1/4SM FG VV002 A3008 RMK MADISHF
ORH,2017-11-03 13:55,-71.8757,42.2673,M,M,M,210.00,11.00,M,30.05,M,10.00,M,BKN,M,M,M,999.00,M,M,M,M,KORH 031355Z AUTO 21011KT 10SM BKN009 A3005 RMK MADISHF
OWD,2017-11-03 13:55,-71.1733,42.1912,M,M,M,210.00,8.00,M,30.03,M,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,KOWD 031355Z AUTO 21008KT 10SM BKN120 A3003 RMK MADISHF
GHG,2017-11-03 13:55,-70.6721,42.0982,68.00,57.20,68.35,220.00,7.00,0.00,30.04,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,KGHG 031355Z AUTO 22007G14KT 10SM CLR 20/14 A3004 RMK AO2
FMH,2017-11-03 13:55,-70.5215,41.6585,59.00,59.00,100.00,190.00,9.00,0.00,30.09,M,0.50,M,OVC,M,M,M,300.00,M,M,M,FG,KFMH 031355Z AUTO 19009KT 1/2SM FG OVC003 15/15 A3009 RMK AO2
